mass_A
t	x	y
0,000000000E0	-1,686115217E2	2,715302427E1
4,000000000E-2	-1,686115217E2	2,744499227E1
8,000000000E-2	-1,684655377E2	2,744499227E1
1,200000000E-1	-1,683195537E2	2,744499227E1
1,600000000E-1	-1,680275857E2	2,744499227E1
2,000000000E-1	-1,677356177E2	2,759097627E1
2,400000000E-1	-1,671516816E2	2,759097627E1
2,800000000E-1	-1,668597136E2	2,759097627E1
3,200000000E-1	-1,664217616E2	2,773696027E1
3,600000000E-1	-1,659838096E2	2,788294427E1
4,000000000E-1	-1,651079056E2	2,788294427E1
4,400000000E-1	-1,646699536E2	2,788294427E1
4,800000000E-1	-1,640860176E2	2,788294427E1
5,200000000E-1	-1,633560976E2	2,788294427E1
5,600000000E-1	-1,626261776E2	2,788294427E1
6,000000000E-1	-1,617502736E2	2,788294427E1
6,400000000E-1	-1,608743696E2	2,759097627E1
6,800000000E-1	-1,598524816E2	2,773696027E1
7,200000000E-1	-1,589765776E2	2,773696027E1
7,600000000E-1	-1,582466576E2	2,788294427E1
8,000000000E-1	-1,573707536E2	2,802892828E1
8,400000000E-1	-1,569328015E2	2,788294427E1
8,800000000E-1	-1,557649295E2	2,802892828E1
9,200000000E-1	-1,547430415E2	2,788294427E1
9,600000000E-1	-1,537211535E2	2,788294427E1
1,000000000E0	-1,528452495E2	2,788294427E1
1,040000000E0	-1,516773775E2	2,802892828E1
1,080000000E0	-1,506554895E2	2,802892828E1
1,120000000E0	-1,493416335E2	2,817491228E1
1,160000000E0	-1,483197455E2	2,817491228E1
1,200000000E0	-1,471518735E2	2,817491228E1
1,240000000E0	-1,459840014E2	2,817491228E1
1,280000000E0	-1,446701454E2	2,832089628E1
1,320000000E0	-1,433562894E2	2,817491228E1
1,360000000E0	-1,420424334E2	2,802892828E1
1,400000000E0	-1,408745614E2	2,817491228E1
1,440000000E0	-1,392687374E2	2,817491228E1
1,480000000E0	-1,381008654E2	2,817491228E1
1,520000000E0	-1,369329933E2	2,832089628E1
1,560000000E0	-1,350352013E2	2,832089628E1
1,600000000E0	-1,340133133E2	2,832089628E1
1,640000000E0	-1,321155213E2	2,802892828E1
1,680000000E0	-1,309476493E2	2,788294427E1
1,720000000E0	-1,294878093E2	2,773696027E1
1,760000000E0	-1,278819853E2	2,788294427E1
1,800000000E0	-1,264221452E2	2,802892828E1
1,840000000E0	-1,246703372E2	2,817491228E1
1,880000000E0	-1,235024652E2	2,817491228E1
1,920000000E0	-1,218966412E2	2,817491228E1
1,960000000E0	-1,204368012E2	2,802892828E1
2,000000000E0	-1,191229452E2	2,802892828E1
2,040000000E0	-1,175171212E2	2,788294427E1
2,080000000E0	-1,160572811E2	2,788294427E1
2,120000000E0	-1,144514571E2	2,788294427E1
2,160000000E0	-1,129916171E2	2,788294427E1
2,200000000E0	-1,113857931E2	2,817491228E1
2,240000000E0	-1,097799691E2	2,788294427E1
2,280000000E0	-1,084661131E2	2,802892828E1
2,320000000E0	-1,068602891E2	2,817491228E1
2,360000000E0	-1,055464330E2	2,817491228E1
2,400000000E0	-1,039406090E2	2,817491228E1
2,440000000E0	-1,024807690E2	2,817491228E1
2,480000000E0	-1,007289610E2	2,832089628E1
2,520000000E0	-9,956108898E1	2,846688028E1
2,560000000E0	-9,795526497E1	2,846688028E1
2,600000000E0	-9,620345695E1	2,832089628E1
2,640000000E0	-9,474361693E1	2,846688028E1
2,680000000E0	-9,328377692E1	2,861286428E1
2,720000000E0	-9,167795290E1	2,875884828E1
2,760000000E0	-9,021811289E1	2,861286428E1
2,800000000E0	-8,861228887E1	2,875884828E1
2,840000000E0	-8,671449685E1	2,905081629E1
2,880000000E0	-8,525465684E1	2,890483228E1
2,920000000E0	-8,335686482E1	2,919680029E1
2,960000000E0	-8,218899281E1	2,934278429E1
3,000000000E0	-8,029120079E1	2,948876829E1
3,040000000E0	-7,883136078E1	2,963475229E1
3,080000000E0	-7,722553676E1	3,007270430E1
3,120000000E0	-7,591168075E1	2,992672029E1
3,160000000E0	-7,415987273E1	2,992672029E1
3,200000000E0	-7,284601672E1	3,007270430E1
3,240000000E0	-7,124019270E1	3,007270430E1
3,280000000E0	-6,978035269E1	3,036467230E1
3,320000000E0	-6,802854467E1	3,036467230E1
3,360000000E0	-6,627673665E1	3,080262430E1
3,400000000E0	-6,452492864E1	3,109459231E1
3,440000000E0	-6,321107262E1	3,138656031E1
3,480000000E0	-6,204320061E1	3,153254431E1
3,520000000E0	-6,043737660E1	3,197049632E1
3,560000000E0	-5,883155258E1	3,197049632E1
3,600000000E0	-5,751769657E1	3,197049632E1
3,640000000E0	-5,591187255E1	3,197049632E1
3,680000000E0	-5,445203254E1	3,197049632E1
3,720000000E0	-5,284620852E1	3,226246432E1
3,760000000E0	-5,167833651E1	3,226246432E1
3,800000000E0	-5,007251249E1	3,270041632E1
3,840000000E0	-4,861267248E1	3,255443232E1
3,880000000E0	-4,671488046E1	3,270041632E1
3,920000000E0	-4,525504045E1	3,299238433E1
3,960000000E0	-4,364921643E1	3,313836833E1
4,000000000E0	-4,204339241E1	3,313836833E1
4,040000000E0	-4,043756840E1	3,343033633E1
4,080000000E0	-3,912371239E1	3,343033633E1
4,120000000E0	-3,766387237E1	3,343033633E1
4,160000000E0	-3,576608035E1	3,357632033E1
4,200000000E0	-3,430624034E1	3,386828833E1
4,240000000E0	-3,270041632E1	3,416025634E1
4,280000000E0	-3,109459231E1	3,445222434E1
4,320000000E0	-2,963475229E1	3,459820834E1
4,360000000E0	-2,832089628E1	3,489017634E1
4,400000000E0	-2,656908826E1	3,489017634E1
4,440000000E0	-2,496326425E1	3,489017634E1
4,480000000E0	-2,321145623E1	3,518214435E1
4,520000000E0	-2,145964821E1	3,518214435E1
4,560000000E0	-1,985382420E1	3,503616035E1
4,600000000E0	-1,824800018E1	3,489017634E1
4,640000000E0	-1,678816017E1	3,532812835E1
4,680000000E0	-1,562028815E1	3,532812835E1
4,720000000E0	-1,401446414E1	3,562009635E1
4,760000000E0	-1,226265612E1	3,562009635E1
4,800000000E0	-1,065683211E1	3,562009635E1
4,840000000E0	-9,488960094E0	3,562009635E1
4,880000000E0	-7,445184073E0	3,562009635E1
4,920000000E0	-6,423296063E0	3,562009635E1
4,960000000E0	-5,109440050E0	3,547411235E1
5,000000000E0	-3,649600036E0	3,562009635E1
5,040000000E0	-2,043776020E0	3,562009635E1
5,080000000E0	-5,839360058E-1	3,518214435E1
