mass_A
t	x	y
0,000000000E0	-1,708527696E2	2,377270541E1
4,000000000E-2	-1,706223589E2	2,369590185E1
8,000000000E-2	-1,700079304E2	2,338868761E1
1,200000000E-1	-1,702383411E2	2,331188405E1
1,600000000E-1	-1,703919482E2	2,292786624E1
2,000000000E-1	-1,700847340E2	2,308147336E1
2,400000000E-1	-1,693166983E2	2,292786624E1
2,800000000E-1	-1,690094841E2	2,369590185E1
3,200000000E-1	-1,686254663E2	2,438713390E1
3,600000000E-1	-1,674734129E2	2,431033034E1
4,000000000E-1	-1,663981630E2	2,454074103E1
4,400000000E-1	-1,656301274E2	2,515516952E1
4,800000000E-1	-1,650925025E2	2,507836595E1
5,200000000E-1	-1,648620918E2	2,461754459E1
5,600000000E-1	-1,635564312E2	2,523197308E1
6,000000000E-1	-1,623275743E2	2,500156239E1
6,400000000E-1	-1,605610924E2	2,492475883E1
6,800000000E-1	-1,591018247E2	2,484795527E1
7,200000000E-1	-1,579497713E2	2,515516952E1
7,600000000E-1	-1,566441107E2	2,530877664E1
8,000000000E-1	-1,555688609E2	2,530877664E1
8,400000000E-1	-1,544168075E2	2,530877664E1
8,800000000E-1	-1,523431113E2	2,576959800E1
9,200000000E-1	-1,511142543E2	2,630722293E1
9,600000000E-1	-1,484261297E2	2,500156239E1
1,000000000E0	-1,463524335E2	2,546238376E1
1,040000000E0	-1,446627552E2	2,523197308E1
1,080000000E0	-1,424354519E2	2,530877664E1
1,120000000E0	-1,409761842E2	2,646083006E1
1,160000000E0	-1,394401130E2	2,500156239E1
1,200000000E0	-1,373664169E2	2,538558020E1
1,240000000E0	-1,346014887E2	2,569279444E1
1,280000000E0	-1,318365605E2	2,592320513E1
1,320000000E0	-1,299932750E2	2,576959800E1
1,360000000E0	-1,271515432E2	2,569279444E1
1,400000000E0	-1,255386684E2	2,607681225E1
1,440000000E0	-1,232345616E2	2,646083006E1
1,480000000E0	-1,203928298E2	2,615361581E1
1,520000000E0	-1,187799550E2	2,600000869E1
1,560000000E0	-1,154774019E2	2,623041937E1
1,600000000E0	-1,128660808E2	2,669124074E1
1,640000000E0	-1,104851704E2	2,753607991E1
1,680000000E0	-1,080274565E2	2,653763362E1
1,720000000E0	-1,052625283E2	2,623041937E1
1,760000000E0	-1,021135822E2	2,669124074E1
1,800000000E0	-9,965586829E1	2,646083006E1
1,840000000E0	-9,650692228E1	2,661443718E1
1,880000000E0	-9,351158339E1	2,669124074E1
1,920000000E0	-8,997861957E1	2,684484786E1
1,960000000E0	-8,736729849E1	2,692165142E1
2,000000000E0	-8,475597741E1	2,646083006E1
2,040000000E0	-8,068538866E1	2,707525855E1
2,080000000E0	-7,776685334E1	2,722886567E1
2,120000000E0	-7,484831801E1	2,761288347E1
2,160000000E0	-7,169937200E1	2,799690128E1
2,200000000E0	-6,824321174E1	2,822731196E1
2,240000000E0	-6,532467641E1	2,753607991E1
2,280000000E0	-6,209892684E1	2,807370484E1
2,320000000E0	-5,848915946E1	2,815050840E1
2,360000000E0	-5,510980277E1	2,768968704E1
2,400000000E0	-5,173044607E1	2,807370484E1
2,440000000E0	-4,904232143E1	2,853452621E1
2,480000000E0	-4,520214337E1	2,853452621E1
2,520000000E0	-4,197639380E1	2,876493689E1
2,560000000E0	-3,890425135E1	2,876493689E1
2,600000000E0	-3,521768041E1	2,884174045E1
2,640000000E0	-3,222234152E1	2,899534758E1
2,680000000E0	-2,845896702E1	2,922575826E1
2,720000000E0	-2,531002101E1	2,914895470E1
2,760000000E0	-2,200746787E1	2,899534758E1
2,800000000E0	-1,824409337E1	2,914895470E1
2,840000000E0	-1,494154024E1	2,945616894E1
2,880000000E0	-1,156218354E1	2,953297251E1
2,920000000E0	-8,336433971E0	2,922575826E1
2,960000000E0	-4,189041664E0	2,853452621E1
3,000000000E0	-4,164935648E-2	2,861132977E1
3,040000000E0	3,260903777E0	2,853452621E1
