mass_A
t	x	y
0,000000000E0	-1,688296777E2	2,656471453E1
4,000000000E-2	-1,685892333E2	2,661280342E1
8,000000000E-2	-1,686132777E2	2,656471453E1
1,200000000E-1	-1,686132777E2	2,646853676E1
1,600000000E-1	-1,684930555E2	2,661280342E1
2,000000000E-1	-1,684209222E2	2,673302563E1
2,400000000E-1	-1,683247444E2	2,651662565E1
2,800000000E-1	-1,680121667E2	2,654067009E1
3,200000000E-1	-1,678438556E2	2,639640344E1
3,600000000E-1	-1,674351001E2	2,651662565E1
4,000000000E-1	-1,669542112E2	2,656471453E1
4,400000000E-1	-1,664733224E2	2,658875898E1
4,800000000E-1	-1,659203002E2	2,668493674E1
5,200000000E-1	-1,655115447E2	2,697347005E1
5,600000000E-1	-1,650066114E2	2,699751449E1
6,000000000E-1	-1,643574115E2	2,704560337E1
6,400000000E-1	-1,635399005E2	2,694942561E1
6,800000000E-1	-1,629147450E2	2,697347005E1
7,200000000E-1	-1,621453228E2	2,699751449E1
7,600000000E-1	-1,611354563E2	2,694942561E1
8,000000000E-1	-1,601977230E2	2,680515895E1
8,400000000E-1	-1,594763898E2	2,678111451E1
8,800000000E-1	-1,586588787E2	2,687729228E1
9,200000000E-1	-1,577451899E2	2,704560337E1
9,600000000E-1	-1,567353234E2	2,704560337E1
1,000000000E0	-1,557495012E2	2,697347005E1
1,040000000E0	-1,548358124E2	2,694942561E1
1,080000000E0	-1,537538125E2	2,694942561E1
1,120000000E0	-1,526718126E2	2,694942561E1
1,160000000E0	-1,517100350E2	2,694942561E1
1,200000000E0	-1,504837684E2	2,702155893E1
1,240000000E0	-1,494739019E2	2,702155893E1
1,280000000E0	-1,479831464E2	2,711773670E1
1,320000000E0	-1,469732799E2	2,699751449E1
1,360000000E0	-1,455546578E2	2,690133672E1
1,400000000E0	-1,443043468E2	2,697347005E1
1,440000000E0	-1,428135914E2	2,702155893E1
1,480000000E0	-1,414430582E2	2,706964782E1
1,520000000E0	-1,402889250E2	2,706964782E1
1,560000000E0	-1,387500807E2	2,706964782E1
1,600000000E0	-1,376680808E2	2,726200335E1
1,640000000E0	-1,361532809E2	2,723795891E1
1,680000000E0	-1,345182589E2	2,726200335E1
1,720000000E0	-1,329794146E2	2,726200335E1
1,760000000E0	-1,314886592E2	2,747840333E1
1,800000000E0	-1,301421704E2	2,750244777E1
1,840000000E0	-1,285071484E2	2,771884775E1
1,880000000E0	-1,270644818E2	2,752649222E1
1,920000000E0	-1,253813709E2	2,755053666E1
1,960000000E0	-1,238184822E2	2,757458110E1
2,000000000E0	-1,223998601E2	2,762266998E1
2,040000000E0	-1,208129269E2	2,757458110E1
2,080000000E0	-1,191538604E2	2,774289219E1
2,120000000E0	-1,179275939E2	2,769480331E1
2,160000000E0	-1,162925718E2	2,759862554E1
2,200000000E0	-1,148979942E2	2,764671443E1
2,240000000E0	-1,133110610E2	2,759862554E1
2,280000000E0	-1,119405278E2	2,769480331E1
2,320000000E0	-1,103535946E2	2,757458110E1
2,360000000E0	-1,088628392E2	2,726200335E1
2,400000000E0	-1,074682616E2	2,759862554E1
2,440000000E0	-1,057851506E2	2,762266998E1
2,480000000E0	-1,042463063E2	2,731009224E1
2,520000000E0	-1,024429732E2	2,718987003E1
2,560000000E0	-1,010243511E2	2,728604780E1
2,600000000E0	-9,936528458E1	2,682920340E1
2,640000000E0	-9,785048473E1	2,622809234E1
2,680000000E0	-9,640781820E1	2,591551460E1
2,720000000E0	-9,465257393E1	2,567507018E1
2,760000000E0	-9,325799629E1	2,519418133E1
2,800000000E0	-9,145466314E1	2,495373691E1
2,840000000E0	-9,020435215E1	2,538653687E1
2,880000000E0	-8,871359674E1	2,514609245E1
2,920000000E0	-8,722284133E1	2,437667030E1
2,960000000E0	-8,558781927E1	2,432858142E1
3,000000000E0	-8,414515275E1	2,408813700E1
3,040000000E0	-8,241395292E1	2,365533704E1
3,080000000E0	-8,106746416E1	2,319849264E1
3,120000000E0	-7,972097541E1	2,274164824E1
3,160000000E0	-7,808595335E1	2,254929271E1
3,200000000E0	-7,673946459E1	2,252524827E1
3,240000000E0	-7,524870918E1	2,233289273E1
3,280000000E0	-7,368582045E1	2,190009277E1
3,320000000E0	-7,224315392E1	2,122684839E1
3,360000000E0	-7,099284294E1	2,105853730E1
3,400000000E0	-6,926164311E1	2,079404844E1
3,440000000E0	-6,774684326E1	2,057764846E1
3,480000000E0	-6,637631006E1	2,016889294E1
3,520000000E0	-6,466915467E1	1,978418187E1
3,560000000E0	-6,315435482E1	1,942351524E1
3,600000000E0	-6,185595495E1	1,925520414E1
3,640000000E0	-6,036519954E1	1,911093749E1
3,680000000E0	-5,846568862E1	1,875027086E1
3,720000000E0	-5,723942207E1	1,848578200E1
3,760000000E0	-5,536395559E1	1,807702648E1
3,800000000E0	-5,401746684E1	1,771635985E1
3,840000000E0	-5,226222256E1	1,752400431E1
3,880000000E0	-5,067528939E1	1,745187099E1
3,920000000E0	-4,894408956E1	1,713929324E1
3,960000000E0	-4,781400078E1	1,706715992E1
4,000000000E0	-4,603471207E1	1,653818219E1
4,040000000E0	-4,454395666E1	1,639391554E1
4,080000000E0	-4,300511237E1	1,649009331E1
4,120000000E0	-4,137009031E1	1,641795998E1
4,160000000E0	-4,002360155E1	1,651413775E1
4,200000000E0	-3,848475726E1	1,646604886E1
4,240000000E0	-3,672951299E1	1,653818219E1
4,280000000E0	-3,555133533E1	1,593707114E1
4,320000000E0	-3,386822438E1	1,610538223E1
4,360000000E0	-3,264195784E1	1,596111558E1
4,400000000E0	-3,093480245E1	1,605729335E1
4,440000000E0	-2,944404704E1	1,653818219E1
4,480000000E0	-2,800138052E1	1,685075994E1
4,520000000E0	-2,677511397E1	1,685075994E1
4,560000000E0	-2,526031412E1	1,723547101E1
4,600000000E0	-2,381764760E1	1,723547101E1
4,640000000E0	-2,232689219E1	1,749995987E1
4,680000000E0	-2,081209234E1	1,733164878E1
4,720000000E0	-1,927324804E1	1,762018208E1
4,760000000E0	-1,768631487E1	1,786062650E1
4,800000000E0	-1,624364834E1	1,795680427E1
4,840000000E0	-1,475289294E1	1,805298204E1
4,880000000E0	-1,309382643E1	1,824533758E1
4,920000000E0	-1,160307102E1	1,863004865E1
4,960000000E0	-1,054511557E1	1,848578200E1
5,000000000E0	-9,030315723E0	1,853387088E1
5,040000000E0	-7,587649199E0	1,853387088E1
5,080000000E0	-6,000716022E0	1,855791532E1
5,120000000E0	-4,558049498E0	1,875027086E1
5,160000000E0	-2,971116322E0	1,899071528E1
5,200000000E0	-1,504405355E0	1,875027086E1
