mass_A
t	x	y
0,000000000E0	-1,674359580E2	2,561951974E1
4,000000000E-2	-1,672706708E2	2,545423252E1
8,000000000E-2	-1,671053836E2	2,528894529E1
1,200000000E-1	-1,671053836E2	2,528894529E1
1,600000000E-1	-1,669400964E2	2,528894529E1
2,000000000E-1	-1,669400964E2	2,528894529E1
2,400000000E-1	-1,666095219E2	2,595009419E1
2,800000000E-1	-1,667748091E2	2,611538141E1
3,200000000E-1	-1,667748091E2	2,595009419E1
3,600000000E-1	-1,666095219E2	2,628066864E1
4,000000000E-1	-1,661136603E2	2,677653031E1
4,400000000E-1	-1,657830858E2	2,694181753E1
4,800000000E-1	-1,659483730E2	2,743767921E1
5,200000000E-1	-1,656177986E2	2,760296643E1
5,600000000E-1	-1,651219369E2	2,760296643E1
6,000000000E-1	-1,646260752E2	2,760296643E1
6,400000000E-1	-1,636343519E2	2,743767921E1
6,800000000E-1	-1,628079158E2	2,710710476E1
7,200000000E-1	-1,619814796E2	2,710710476E1
7,600000000E-1	-1,611550435E2	2,710710476E1
8,000000000E-1	-1,603286074E2	2,727239198E1
8,400000000E-1	-1,598327457E2	2,760296643E1
8,800000000E-1	-1,588410224E2	2,793354088E1
9,200000000E-1	-1,580145863E2	2,809882810E1
9,600000000E-1	-1,570228629E2	2,809882810E1
1,000000000E0	-1,561964268E2	2,826411533E1
1,040000000E0	-1,552047035E2	2,826411533E1
1,080000000E0	-1,543782673E2	2,826411533E1
1,120000000E0	-1,533865440E2	2,826411533E1
1,160000000E0	-1,522295334E2	2,826411533E1
1,200000000E0	-1,510725229E2	2,826411533E1
1,240000000E0	-1,497502251E2	2,842940255E1
1,280000000E0	-1,484279273E2	2,842940255E1
1,320000000E0	-1,472709167E2	2,826411533E1
1,360000000E0	-1,462791934E2	2,826411533E1
1,400000000E0	-1,447916083E2	2,826411533E1
1,440000000E0	-1,437998850E2	2,826411533E1
1,480000000E0	-1,421470128E2	2,826411533E1
1,520000000E0	-1,406594277E2	2,826411533E1
1,560000000E0	-1,396677044E2	2,842940255E1
1,600000000E0	-1,376842577E2	2,842940255E1
1,640000000E0	-1,365272471E2	2,826411533E1
1,680000000E0	-1,353702366E2	2,826411533E1
1,720000000E0	-1,340479388E2	2,826411533E1
1,760000000E0	-1,325603538E2	2,826411533E1
1,800000000E0	-1,310727687E2	2,826411533E1
1,840000000E0	-1,295851837E2	2,793354088E1
1,880000000E0	-1,284281731E2	2,809882810E1
1,920000000E0	-1,264447265E2	2,826411533E1
1,960000000E0	-1,252877159E2	2,842940255E1
2,000000000E0	-1,236348436E2	2,809882810E1
2,040000000E0	-1,224778331E2	2,826411533E1
2,080000000E0	-1,209902481E2	2,809882810E1
2,120000000E0	-1,193373758E2	2,809882810E1
2,160000000E0	-1,181803653E2	2,809882810E1
2,200000000E0	-1,168580675E2	2,793354088E1
2,240000000E0	-1,152051952E2	2,776825365E1
2,280000000E0	-1,135523230E2	2,776825365E1
2,320000000E0	-1,127258869E2	2,776825365E1
2,360000000E0	-1,107424402E2	2,776825365E1
2,400000000E0	-1,094201424E2	2,776825365E1
2,440000000E0	-1,079325574E2	2,793354088E1
2,480000000E0	-1,067755468E2	2,776825365E1
2,520000000E0	-1,051226745E2	2,809882810E1
2,560000000E0	-1,038003768E2	2,809882810E1
2,600000000E0	-1,023127917E2	2,776825365E1
2,640000000E0	-1,008252067E2	2,776825365E1
2,680000000E0	-9,933762170E1	2,776825365E1
2,720000000E0	-9,801532391E1	2,793354088E1
2,760000000E0	-9,669302612E1	2,776825365E1
2,800000000E0	-9,520544110E1	2,776825365E1
2,840000000E0	-9,371785608E1	2,793354088E1
2,880000000E0	-9,223027106E1	2,842940255E1
2,920000000E0	-9,057739882E1	2,826411533E1
2,960000000E0	-8,942038825E1	2,826411533E1
3,000000000E0	-8,793280324E1	2,859468977E1
3,040000000E0	-8,661050544E1	2,859468977E1
3,080000000E0	-8,528820765E1	2,859468977E1
3,120000000E0	-8,396590986E1	2,875997700E1
3,160000000E0	-8,231303762E1	2,875997700E1
3,200000000E0	-8,115602705E1	2,892526422E1
3,240000000E0	-7,966844203E1	2,892526422E1
3,280000000E0	-7,801556979E1	2,909055145E1
3,320000000E0	-7,652798477E1	2,942112590E1
3,360000000E0	-7,520568698E1	2,942112590E1
3,400000000E0	-7,371810196E1	2,975170034E1
3,440000000E0	-7,239580417E1	3,008227479E1
3,480000000E0	-7,074293193E1	3,024756202E1
3,520000000E0	-6,975120858E1	3,008227479E1
3,560000000E0	-6,809833634E1	3,041284924E1
3,600000000E0	-6,661075132E1	3,041284924E1
3,640000000E0	-6,545374076E1	3,107399814E1
3,680000000E0	-6,380086851E1	3,156985981E1
3,720000000E0	-6,247857072E1	3,156985981E1
3,760000000E0	-6,115627293E1	3,190043426E1
3,800000000E0	-5,966868791E1	3,206572148E1
3,840000000E0	-5,818110289E1	3,239629593E1
3,880000000E0	-5,702409232E1	3,239629593E1
3,920000000E0	-5,553650731E1	3,256158315E1
3,960000000E0	-5,404892229E1	3,289215760E1
4,000000000E0	-5,256133727E1	3,338801927E1
4,040000000E0	-5,123903948E1	3,338801927E1
4,080000000E0	-4,975145446E1	3,338801927E1
4,120000000E0	-4,826386945E1	3,421445539E1
4,160000000E0	-4,710685888E1	3,421445539E1
4,200000000E0	-4,545398664E1	3,454502984E1
4,240000000E0	-4,363582717E1	3,454502984E1
4,280000000E0	-4,247881660E1	3,454502984E1
4,320000000E0	-4,132180603E1	3,471031707E1
4,360000000E0	-3,950364657E1	3,487560429E1
4,400000000E0	-3,801606155E1	3,504089152E1
4,440000000E0	-3,669376376E1	3,570204041E1
4,480000000E0	-3,520617874E1	3,537146596E1
4,520000000E0	-3,371859372E1	3,553675319E1
4,560000000E0	-3,206572148E1	3,570204041E1
4,600000000E0	-3,041284924E1	3,603261486E1
4,640000000E0	-2,892526422E1	3,619790208E1
4,680000000E0	-2,710710476E1	3,603261486E1
4,720000000E0	-2,578480696E1	3,603261486E1
4,760000000E0	-2,446250917E1	3,603261486E1
4,800000000E0	-2,330549860E1	3,636318931E1
4,840000000E0	-2,148733914E1	3,619790208E1
4,880000000E0	-2,033032857E1	3,619790208E1
4,920000000E0	-1,834688188E1	3,636318931E1
4,960000000E0	-1,735515853E1	3,636318931E1
5,000000000E0	-1,537171184E1	3,619790208E1
5,040000000E0	-1,421470128E1	3,619790208E1
5,080000000E0	-1,272711626E1	3,603261486E1
5,120000000E0	-1,107424402E1	3,652847653E1
5,160000000E0	-9,256084551E0	3,652847653E1
5,200000000E0	-7,933786758E0	3,685905098E1
5,240000000E0	-6,446201741E0	3,669376376E1
5,280000000E0	-5,454478396E0	3,669376376E1
5,320000000E0	-3,471031707E0	3,669376376E1
5,360000000E0	-1,818159465E0	3,685905098E1
