mass_A
t	x	y
0,000000000E0	-1,720119932E2	2,836544391E1
4,000000000E-2	-1,718436796E2	2,829330950E1
8,000000000E-2	-1,718917692E2	2,831735430E1
1,200000000E-1	-1,719639036E2	2,824521989E1
1,600000000E-1	-1,720360380E2	2,822117509E1
2,000000000E-1	-1,718677244E2	2,819713029E1
2,400000000E-1	-1,718436796E2	2,838948871E1
2,800000000E-1	-1,719158140E2	2,841353352E1
3,200000000E-1	-1,719879484E2	2,826926470E1
3,600000000E-1	-1,715791867E2	2,841353352E1
4,000000000E-1	-1,714349179E2	2,836544391E1
4,400000000E-1	-1,710982907E2	2,831735430E1
4,800000000E-1	-1,706173946E2	2,831735430E1
5,200000000E-1	-1,698960505E2	2,805286147E1
5,600000000E-1	-1,691266168E2	2,831735430E1
6,000000000E-1	-1,683812279E2	2,834139911E1
6,400000000E-1	-1,675396598E2	2,848566793E1
6,800000000E-1	-1,665778676E2	2,848566793E1
7,200000000E-1	-1,655198963E2	2,841353352E1
7,600000000E-1	-1,641493425E2	2,846162312E1
8,000000000E-1	-1,626585647E2	2,848566793E1
8,400000000E-1	-1,612639661E2	2,841353352E1
8,800000000E-1	-1,596289195E2	2,846162312E1
9,200000000E-1	-1,578976936E2	2,834139911E1
9,600000000E-1	-1,562866918E2	2,843757832E1
1,000000000E0	-1,544111971E2	2,841353352E1
1,040000000E0	-1,525357025E2	2,858184714E1
1,080000000E0	-1,503235806E2	2,836544391E1
1,120000000E0	-1,479431450E2	2,838948871E1
1,160000000E0	-1,458031575E2	2,819713029E1
1,200000000E0	-1,431582292E2	2,812499588E1
1,240000000E0	-1,405613904E2	2,810095107E1
1,280000000E0	-1,379645517E2	2,810095107E1
1,320000000E0	-1,355360265E2	2,824521989E1
1,360000000E0	-1,326266053E2	2,829330950E1
1,400000000E0	-1,296931393E2	2,846162312E1
1,440000000E0	-1,265192253E2	2,838948871E1
1,480000000E0	-1,235857593E2	2,848566793E1
1,520000000E0	-1,199069043E2	2,843757832E1
1,560000000E0	-1,163723183E2	2,822117509E1
1,600000000E0	-1,128858218E2	2,819713029E1
1,640000000E0	-1,090146084E2	2,802881666E1
1,680000000E0	-1,052876639E2	2,829330950E1
1,720000000E0	-1,014404954E2	2,814904068E1
1,760000000E0	-9,740096842E1	2,824521989E1
1,800000000E0	-9,321717264E1	2,819713029E1
1,840000000E0	-8,857652559E1	2,819713029E1
1,880000000E0	-8,432059540E1	2,817308548E1
1,920000000E0	-7,984826198E1	2,819713029E1
1,960000000E0	-7,511143572E1	2,834139911E1
2,000000000E0	-7,049483348E1	2,817308548E1
2,040000000E0	-6,587823124E1	2,824521989E1
2,080000000E0	-6,090095695E1	2,824521989E1
2,120000000E0	-5,570727942E1	2,838948871E1
2,160000000E0	-5,048955710E1	2,853375753E1
2,200000000E0	-4,500734194E1	2,831735430E1
2,240000000E0	-3,952512678E1	2,822117509E1
2,280000000E0	-3,394673240E1	2,836544391E1
2,320000000E0	-2,824811401E1	2,834139911E1
2,360000000E0	-2,252545081E1	2,853375753E1
2,400000000E0	-1,685087722E1	2,853375753E1
2,440000000E0	-1,064731796E1	2,853375753E1
2,480000000E0	-5,165102801E0	2,858184714E1
2,520000000E0	1,302949298E0	2,855780234E1
